"PERMITNO"|"FCLTUIN"|"FCLNAME"|"FCLTYAD"|"FCLTCIT"|"FCLTCTC"|"FCLSTCD"|"FCLZIPC"|"FCLGLAT"|"FCLGLON"|"IMPCAT"
"TX0098221"|"110039168735"|"CITY OF PEARLAND WWTF"|".5 MI SE OF DIXIE FR AND 126"|"PEARLAND"|"1343734"|"TX"|"77588"|29.531111|-95.249167|""
"TX0098248"|"110009774967"|"BOCA CHICA SECTION 3 WWTP"|"12000' SW OF POINT STHWY 35 XS"|"PALACIOS"|"1383905"|"TX"|"77465"|28.683056|-96.366389|""
"TX0098264"|"110009774976"|"BLUE WATER SHORES"|"4704 BLUE WATER CIRCLE"|"GRANBURY"|"1383896"|"TX"|"760491746"|32.388889|-97.698333|""
"TX0098272"|"110039198551"|"SOMERSETSHIRE ESTATES WWTF"|"HUGHES RANCH RD AND CO RD 93"|"PASADENA"|"1343734"|"TX"|"77505"|29.565278|-95.368889|""
"TX0098337"|"110039168753"|"UNKNOWN"|"UNKNOWN"|""|"1383864"|"TX"|""|29.6|-95.683056|""
"TX0098345"|"110009774994"|"CROCKETT COUNTY WCID 1 WWTP"|"3000' W STHWY 163, 2.5MI S IH"|"OZONA"|"1364666"|"TX"|"76943"|30.673333|-101.206111|""
"TX0098400"|"110039168771"|"HARDIN SCHOOLS WWTF"|"HARDIN ISD HIGH SCHOOL CAMPUS"|"HARDIN"|"1337333"|"TX"|"775610330"|30.1775|-94.743611|""
"TX0098434"|"110009775010"|"KWIK KOPY WWTP"|"12715 TELGE ROAD"|"CYPRESS"|"1355512"|"TX"|"77429"|29.958361|-95.65725|"4"
"TX0098507"|"110039168824"|"EARLY CHILDHOOD CENTER  WWTP"|"FM 359 AND  N ST"|"PATTISON"|"1343685"|"TX"|"77466"|29.816694|-95.983361|""
"TX0098604"|"110000506505"|"DOME PETROCHEMICAL"|"6655 WEST BAY ROAD"|"BAYTOWN"|"1383821"|"TX"|"77520"|29.743889|-94.928333|"4"
"TX0098612"|"110009775047"|"HORNSBY BEND WWTP"|"1.3MI S-SE INTX FM 969 & HUNTE"|"AUSTIN"|"1384879"|"TX"|""|30.26|-97.591944|""
"TX0098647"|"110009747382"|"NW HARRIS COUNTY MUD 32 WWTP"|"4500' S INTX FM 2920 AND KUYKENDAHL RD"|"HOUSTON"|"1380948"|"TX"|"77041"|30.063056|-95.485278|""
"TX0098663"|"110009775056"|"CARTER LAKE WWTP"|"2.2MI NE INTX ROCK PRAIRIE RD"|"COLLEGE STATION"|"1354786"|"TX"|"77845"|30.600278|-96.247222|""
"TX0098701"|"110039168851"|"LEAGUE LINE WWTF"|"1.5 M W IH 45"|"CONROE"|"1347681"|"TX"|""|30.369722|-95.503333|""
"TX0098710"|"110039198579"|"BASTROP COUNTY WCID 3 WWTF"|"400F N PEARCE LN 6M N INTX OF PEARCE LAND AND ST H"|"BASTROP"|"1330128"|"TX"|""|30.137222|-97.558333|""
"TX0098736"|"110039168995"|"UNKNOWN"|"UNKNOWN"|""|"1374716"|"TX"|""|""|""|""
"TX0098744"|"110009692724"|"PINEY WOODS CONSERVATION CENTE"|"336 COUNTY ROAD 473"|"BROADDUS"|"1381517"|"TX"|"75929"|31.116389|-94.109167|"4"
"TX0098752"|"110009775074"|"HOLIDAY HARBOR WWTP"|"4000' N INTX STHWY 156 AND FM 224"|"POINT BLANK"|"1383989"|"TX"|"77364"|30.705|-95.1825|"4"
"TX0098795"|"110009747408"|"WOODMARK WWTF"|"1.2MI W INTX FM 346 AND US HWY 69"|"TYLER"|"1348998"|"TX"|"75713"|32.202222|-95.336667|""
"TX0098809"|"110009775083"|"TEXAS LANDING WWTP"|"1.2MI N INTX FM 350 AND FM 3126"|"LIVINGSTON"|"1361573"|"TX"|"77351"|30.706944|-95.029722|""
"TX0098817"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.555278|-95.337222|""
"TX0098833"|"110039178920"|"USAF-ELDORADO AIR FORCE STATIO"|"9 MI. N. OF ELDORADO OLD 277"|"ELDORADO"|"1356891"|"TX"|"76936"|30.977778|-100.5525|""
"TX0098914"|"110000502607"|"ROSENBERG PLANT NO. 1A"|"2700 AVENUE A SE INTS AVE A"|"ROSENBERG"|"1345587"|"TX"|"77471"|29.57|-95.796667|""
"TX0098949"|"110009747417"|"CITY OF KENDLETON  WWTP"|"1,500 FT E FMR 2219"|"KENDLETON"|"1339029"|"TX"|"77451"|29.449722|-95.983333|""
"TX0098957"|"110009775092"|"CENTRAL  MUD 1 WWTF"|"2.0M N. 3.25M E FM 723 AND FM 1093"|"HOUSTON"|"1383864"|"TX"|""|29.728056|-95.761111|"4"
"TX0098965"|"110009775109"|"CINCO MUD"|"INTX FM RD 1093 FM RD 1464"|"HOUSTON"|"1383864"|"TX"|"770026760"|29.713917|-95.72975|"4"
"TX0099015"|"110009775118"|"THE CLIFFS WWTP"|"ST HWY 16 AND S BRAZOS RD"|"GRAFORD"|"1383967"|"TX"|"76449"|32.855278|-98.418611|""
"TX0099023"|"110039198828"|"BALDWIN BOETTCHER PLANT"|"500FT E OF ALDINE-WESTFIELD RD"|"HARRIS COUNTY"|"1383886"|"TX"|"77002"|30.036389|-95.380278|""
"TX0099082"|"110009775127"|"BROOKELAND ISD WWTF"|"1000 FT S OF HWY 149 AND 165"|"BROOKLAND"|"1383043"|"TX"|"75931"|31.147222|-93.980556|""
"TX0099104"|"110009775136"|"HARRIS COUNTY MUD 321 WWTP"|"1200' S OF WEST RD, 6000' W OF IH 45"|"HOUSTON"|"1380948"|"TX"|"77373"|29.901944|-95.430556|""
"TX0099112"|"110010131151"|"CANTON WWTP"|"4000' NE IH-20 AND ST HWY 19"|"CANTON"|"1332115"|"TX"|"75103"|32.501667|-95.868611|""
"TX0099139"|"110039178948"|"JOHN FRIAS"|"2 MILES W/SW CITY OF LOS FRESNOS"|"OLMITO"|"1375292"|"TX"|"78575"|26.056111|-97.530556|""
"TX0099171"|"110010921912"|"DEER TRAIL WWTP"|"9800 BLOCK OF DEER TRAIL DR"|"HOUSTON"|"1380948"|"TX"|"77038"|29.908611|-95.422778|""
"TX0099180"|"110039178966"|"CREEKWOOD UTILITIES WWTP"|"3200' W STHWY 105 XING OF SAN JACINTO RV"|"MONTGOMERY"|"1333238"|"TX"|"77356"|30.345583|-95.54725|""
"TX0099228"|"110009775154"|"SNIDER INDUSTRIES SAWMILL"|"2 MI N CITY OF MARSHALL"|"MARSHALL"|"1340990"|"TX"|"75671"|32.576944|-94.372222|""
"TX0099236"|"110006683721"|"NE TX COMMUNITY COLLEGE WWTP"|"3.5MI SE INTX FM 1735 AND ST HWY 49"|"MOUNT PLEASANT"|"1342094"|"TX"|"75456"|33.069722|-94.8875|""
"TX0099287"|"110000503358"|"WAGNER CREEK WWTP"|"2300' W OF SPUR 151 AND 3300' S OF ST HWY 82"|"TEXARKANA"|"1369752"|"TX"|"75504"|33.358611|-94.148056|""
"TX0099317"|"110039171909"|"UNKNOWN"|"UNKNOWN"|""|"1345293"|"TX"|""|""|""|""
"TX0099333"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.763056|-95.318333|""
"TX0099431"|"110039171963"|"UNKNOWN"|"UNKNOWN"|""|"1356433"|"TX"|""|""|""|""
"TX0099457"|"110039171981"|"VIDOR ISD-PINE FOREST ELEM SCH"|"1500F S FMR 105 AND FMR 1131"|"VIDOR"|"1349270"|"TX"|"77662"|30.181944|-94.0225|""
"TX0099473"|"110009747435"|"CARE TERMINAL WWTP"|"16800 PENINSULA BLVD"|"HOUSTON"|"1380948"|"TX"|"77015"|29.743361|-95.107806|"4"
"TX0099481"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.693889|-95.728056|""
"TX0099490"|"110039172052"|"UNKNOWN"|"UNKNOWN"|""|"1348998"|"TX"|""|""|""|""
"TX0099511"|"110000503777"|"FT BEND COUNTY WCID 2"|"3300' SE INTX CRAVENS RD US HWY 90"|"STAFFORD"|"1347777"|"TX"|"77477"|29.615278|-95.519722|""
"TX0099546"|"110039172070"|"UNKNOWN"|"UNKNOWN"|""|"1344373"|"TX"|""|""|""|""
"TX0099597"|"110009775163"|"CHAPMAN MHP WWTP"|"3MI NE INTX US HWY 90 FM 2100"|"CROSBY"|"1355392"|"TX"|"77532"|29.926389|-95.062222|""
"TX0099643"|"110039172098"|"UNKNOWN"|"UNKNOWN"|""|"1384879"|"TX"|""|""|""|""
"TX0099716"|"110039172105"|"UNKNOWN"|"UNKNOWN"|""|"1384879"|"TX"|""|""|""|""
"TX0099732"|"110010921930"|"WILLOW PARK  WWTP"|"WILLOW SPRINGS RD  WILLOW PARK"|"WILLOW PARK"|"1383969"|"TX"|"76087"|32.751778|-97.664167|"4"
"TX0099759"|"110039172123"|"CITY OF BALLINGER"|"APPRX 4000 FT E OF INTER US 67"|"BALLINGER"|"1372383"|"TX"|"76821"|31.736111|-99.933056|""
"TX0099813"|"110009774716"|"HUNGERFORD MUD NO. 1 - WWTP"|"250' NW INT W LIVE OAK & HABER"|"HUNGERFORD"|"1338297"|"TX"|"77448"|29.399722|-96.080556|""
"TX0099856"|"110009774725"|"GRAND LAKES MUD 4"|"3800 FT S-NW FM 1093 MASON RD"|"HOUSTON"|"1383864"|"TX"|""|29.705278|-95.719167|"4"
"TX0099899"|"110009774734"|"SAN FELIPE WWTF"|"3.8MI E INTX FM 331 & STHWY 36"|"SEALY"|"1383793"|"TX"|"774740397"|29.837778|-96.109444|""
"TX0099937"|"110039177440"|"CARSON CREEK"|"3755 CAPITOAL OF TEXAS HWY"|"AUSTIN"|"1384879"|"TX"|""|30.219167|-97.663611|""
"TX0100005"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1347681"|"TX"|""|29.729394|-95.000206|""
"TX0100021"|"110009774743"|"CITY OF LONE OAK WWTP"|"0.5MI S INT US HWY 69 AND FM 1571"|"LONE OAK"|"1340378"|"TX"|"75453"|33|-95.933056|""
"TX0100056"|"110009774752"|"CITY OF LORAINE WWTP"|"1500 WEST/1500 N INTX FMR 316"|"LORAINE"|"1340554"|"TX"|"79532"|32.420278|-100.732222|""
"TX0100072"|"110009774761"|"KELLY LANE WWTP"|"2500' E OF FM 685 AND 1600' N OF KELLY LANE"|"AUSTIN"|"1365131"|"TX"|"78751"|30.4725|-97.581389|""
"TX0100137"|"110010131142"|"FORT BEND COUNTY MUD 50 WWTP"|"4600FT SE FM 1093/GRAND PKWY"|"HOUSTON"|"1383864"|"TX"|"770026760"|29.694472|-95.765306|""
"TX0100161"|"110009774770"|"HARRIS COUNTY MUD 155 WWTP"|"8500' N OF FM 529 AND 9000' W OF FM 1960"|"HOUSTON"|"1380948"|"TX"|"77002"|29.912222|-95.6625|""
"TX0100170"|"110002043440"|"SOUTHWEST WWTF"|"0.50 MI SW INTX ST HWY 146 AND US HWY 90"|"DAYTON"|"1334116"|"TX"|"77535"|30.041389|-94.895833|""
"TX0100188"|"110033635136"|"COUNTRY LIVING MHP WWTP"|"1/4 MI W OF LOOP 390 1/2MI N OF US 80"|"MARSHALL"|"1340990"|"TX"|"75670"|32.625|-94.374722|""
"TX0100242"|"110009774789"|"FISHING HARBOR WWTP"|"5.4MI E INTX STHWY 48 & FM 511"|"BROWNSVILLE"|"1372749"|"TX"|"78521"|25.976111|-97.333333|""
"TX0100277"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.729394|-95.000206|""
"TX0100307"|"110039177501"|"UNKNOWN"|"UNKNOWN"|""|"1345587"|"TX"|""|29.55|-95.774722|""
"TX0100315"|"110009747649"|"REAGENT CHEMICAL SAGINAW FAC"|"700 MINTON ROAD"|"SAGINAW"|"1345838"|"TX"|"76179"|32.868056|-97.362222|""
"TX0100323"|"110009774798"|"ORANGE GROVE WWTP"|"4514 MOUNT HOUSTON RD"|"HOUSTON"|"1380948"|"TX"|"77032"|29.889167|-95.3275|""
"TX0100331"|"110009774805"|"MONTGOMERY COUNTY MUD 18 WWTF"|"LK CONROE AND RUSY CK 1.0M SW FMR 1097"|"MONTGOMERY"|"1383955"|"TX"|"77002"|30.422222|-95.6225|""
"TX0100358"|"110039177529"|"UNKNOWN"|"UNKNOWN"|""|"1383955"|"TX"|""|""|""|""
"TX0100404"|"110039177547"|"CHEVRON PHILLIPS CHEMICAL CO"|"9500 IH 10 EAST"|"BAYTOWN"|"1380966"|"TX"|"77520"|29.833639|-94.92975|""
"TX0100463"|"110009774814"|"CITY OF MERTENS WWTF"|"3400' SE INTX FM 308 AND ST HWY 22"|"MERTENS"|"1341393"|"TX"|"76666"|32.050556|-96.888333|""
"TX0100579"|"110039177903"|"UNKNOWN"|"UNKNOWN"|""|"1351858"|"TX"|""|31.053056|-97.44|""
"TX0100587"|"110000722898"|"DOUBLE CREEK WWTP"|"1.6 M SE OF ST HWY 204 AND LP 456"|"JACKSONVILLE"|"1374262"|"TX"|"75766"|31.931694|-95.202528|""
"TX0100684"|"110009774823"|"GOFORTH WWTP"|"4MI SE INTX IH 35 & FM 2001"|"PFLUGERVILLE"|"1383890"|"TX"|"78660"|30.025|-97.808056|""
"TX0100692"|"110030452141"|"CITY OF COLMESNEIL WWTP"|"0.8MI NW INTX USHWY 69 AND FM 256"|"COLMESNEIL"|"1354805"|"TX"|"75938"|30.914194|-94.432806|""
"TX0100706"|"110039177930"|"HARRIS CNTY MUNICIPAL UTIL 325"|"TWO MILES WEST OF INTERSECTION"|""|"1383886"|"TX"|""|29.966667|-95.612222|""
"TX0100722"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1339426"|"TX"|""|29.729394|-95.000206|""
"TX0100790"|"110039177949"|"ROLLINGWOOD WWTF"|"LOT 6 BLK 7 FORREST LAKE EST"|"TEXARKANA"|"1369752"|"TX"|"75504"|33.496694|-94.04725|""
"TX0100811"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.820833|-95.363611|""
"TX0100820"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|30.074722|-95.553333|""
"TX0100854"|"110009774832"|"CITY OF OGLESBY WWTP"|"0.4MI W OF FM 1996, 1.3MI S OF US HWY 84"|"OGLESBY"|"1364348"|"TX"|"76561"|31.416694|-97.513917|""
"TX0100919"|"110002400731"|"OPTIM ENERGY ALTURA COGEN"|"2330 SHELDON RD AVE C AND 5TH ST"|"CHANNELVIEW"|"1373053"|"TX"|"77530"|29.813333|-95.107222|""
"TX0100935"|"110000460938"|"GREENS BAYOU FABRICATION YARD"|"14035 INDUSTRIAL ROAD"|"HOUSTON"|"1383886"|"TX"|"770156826"|29.753611|-95.177222|"4"
"TX0100943"|"110039177994"|"UNKNOWN"|"UNKNOWN"|""|"1383901"|"TX"|""|""|""|""
"TX0100951"|"110039178010"|"BRAZORIA COUNTY MUD 16 WWTP"|"BRAZORIA COUNTY"|"RICHMOND"|"1352845"|"TX"|""|29.565|-95.34|""
"TX0101010"|"110009774869"|"TALL TIMBERS WWTF"|"CR 128 APPROX 2800 FT N 6500F"|"TYLER"|"1348998"|"TX"|"75701"|32.246111|-95.329444|""
"TX0101036"|"110039178038"|"CITY OF OAKWOOD"|"HWY 831 AND FM 542"|"OAKWOOD"|"1375253"|"TX"|""|31.575278|-95.841389|""
"TX0101052"|"110009774878"|"CITY OF FULSHEAR - WWTP"|"FM 1093 & SANTE FE PAC RR;1000"|"FULSHEAR"|"1336299"|"TX"|"77441"|29.691389|-95.899722|""
"TX0101109"|"110009747346"|"OIL STATES INDUSTRIES WWTP"|"7500' E INTX SHELDON RD ANDJACINTOPORT BLVD"|"CHANNELVIEW"|"1383886"|"TX"|"77530"|29.751611|-95.099083|"4"
"TX0101117"|"110039173578"|"UNKNOWN"|"UNKNOWN"|""|"1342094"|"TX"|""|33.029722|-95.071111|""
"TX0101125"|"110039173612"|"VLASIC FARMS"|"IH 35 AND FM ROAD 310"|"HILLSBORO"|"1337816"|"TX"|"76645"|31.936389|-97.124722|""
"TX0101168"|"110015666144"|"LIGNITE FIRED STEAM ELECTRIC"|"1MI E OF THE TOWN OF HAMMOND"|"BREMONS"|"1352854"|"TX"|"76629"|31.083333|-96.691667|""
"TX0101176"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.934722|-95.661111|""
"TX0101184"|"110039173667"|"GUADALUPE BLANCO RIVER AUTH"|"FM RD 1103, I-HWY 35"|"SEQUIN"|"1383831"|"TX"|"781550000"|29.625|-98.235|""
"TX0101192"|"110005029913"|"PRINTPACK WWTP"|"SW QUADRANT OF FM 1006 AND FOREMAN RD"|"ORANGE"|"1383966"|"TX"|"77630"|30.045833|-93.773611|"4"
"TX0101214"|"110009774896"|"CAMP MAXEY WWTP"|"0.5MI SE INTX US HWY 271 AND FM 2648"|"AUSTIN"|"1383925"|"TX"|"75763"|33.778333|-95.531389|""
"TX0101222"|"110009774903"|"CITY OF WHARTON WWTP  2"|"0.8MI N INTX USHWY 59 FM 102"|"WHARTON"|"1371316"|"TX"|"77488"|29.313917|-96.12225|""
"TX0101257"|"110009774912"|"TARKINGTON ISD WWTP"|"1.5MI E INTX FM 163 & ST HWY 321"|"CLEVELAND"|"1381199"|"TX"|"77327"|30.306944|-94.966111|""
"TX0101281"|"110009747364"|"DOVE SPRINGS WWTP"|"400 ROCK DOVE LANE"|"GEORGETOWN"|"1357960"|"TX"|"78626"|30.631944|-97.628333|""
"TX0101290"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0101303"|"110009774921"|"EAST TAWAKONI WWTF"|"1MI E ST HWY 276 FMR 513"|"EAST TAWAKONI"|"1335000"|"TX"|"75472"|32.916389|-95.95|""
"TX0101320"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1351127"|"TX"|""|29.241667|-95.391667|""
"TX0101346"|"110028289055"|"OAK CREEK MOBILE PARK WWTF"|"1000FT W  1800FT N OF INT OF FMR 1417 AND FMR 691"|"GRAYSON COUNTY"|"1383876"|"TX"|"76034"|33.7125|-96.648611|""
"TX0101371"|"110009747373"|"REMINGTON MUD 1  WWTP"|"2.3M S INTX USHWY 290 AND BARKER CYPRESS RD"|"HOUSTON"|"1380948"|"TX"|"77056"|29.918333|-95.671944|""
"TX0101397"|"110039198524"|"BLOCK HOUSE MUD"|"1.25M E. USHWY 183 AND 2M N. FM 1431"|"AUSTIN"|"1384031"|"TX"|""|30.555278|-97.821667|""
"TX0101401"|"110039198935"|"BLAINE INVESTMENTS INC"|"USHWY 287 4500' SE OF ST HWY 114"|"JOSHUA"|"1384034"|"TX"|"760583432"|33.05|-97.4725|""
"TX0101435"|"110039173881"|"CITY OF RICHLAND SPRINGS WWTP"|"NORTH RICHLAND SPRINGS CREEK"|"RICHLAND SPRINGS"|"1366434"|"TX"|"76871"|31.274167|-98.944444|""
"TX0101443"|"110039173916"|"UNKNOWN"|"UNKNOWN"|""|"1370701"|"TX"|""|""|""|""
"TX0101451"|"110039174005"|"UNKNOWN"|"UNKNOWN"|""|"1380902"|"TX"|""|""|""|""
"TX0101460"|"110009774538"|"TIDWELL TIMBERS WWTP"|"10545 TIDWELL ROAD"|"HOUSTON"|"1380948"|"TX"|"77087"|29.849722|-95.229722|"4"
"TX0101532"|"110009774547"|"HARRIS BRANCH WWTP"|"0.25MI W OF INTX GILES RD BOYCE LN"|"AUSTIN"|"1384879"|"TX"|"78701"|30.358056|-97.610278|""
"TX0101567"|"110000599237"|"CALVERT LIGNITE MINE"|"BTWN STHWY 6 AND ST HWY 46 ON TIDWELL"|"BREMOND"|"1352854"|"TX"|"76629"|30.999722|-96.5|""
"TX0101605"|"110002052233"|"ROBERTO R. BUSTAMANTE PLANT"|"4000' SE OF RIVERSIDE CANAL"|"EL PASO"|"1380946"|"TX"|"79961"|31.649722|-106.322778|""
"TX0101613"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0101656"|"110000460974"|"JACINTOPORT WWTP"|"16415 JACINTO PORT BOULEVARD"|"HOUSTON"|"1380948"|"TX"|"77015"|29.756944|-95.111389|""
"TX0101664"|"110010131133"|"PALO PINTO COUNTY WWTF"|"E BANK TOWN BR CRK, APPX 1200'"|"PALO PINTO"|"1343494"|"TX"|"76484"|32.770556|-98.305278|""
"TX0101702"|"110000465425"|"FREESCALE SEMICONDUCTOR - WWTP"|"3501 ED BLUESTEIN BOULEVARD"|"AUSTIN"|"1384879"|"TX"|"78721"|30.269722|-97.662778|"4"
"TX0101711"|"110002151536"|"CULEBRA CREEK WTR.RECYC. CTR."|"0.6 MI N ON LESLIE RD INTX LESLIE AND CULEBRA"|"SAN ANTONIO"|"1380951"|"TX"|"78298"|28.975|-98.925|""
"TX0101729"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1380948"|"TX"|""|29.729394|-95.000206|""
"TX0101761"|"110013314387"|"NIPPON PIGMENT USA INC"|"10900 STRANG ROAD"|"LAPORTE"|"1334219"|"TX"|"77571"|29.702222|-95.061389|""
"TX0101800"|"110013314733"|"TEXARKANA SOUTH REGIONAL WWTP"|"1M S INTX PHILLIPS LN AND ST LINE RD"|"TEXARKANA"|"1369752"|"TX"|"75504"|33.375833|-94.048333|""
"TX0101818"|"110009774574"|"ARROWHEAD RANCH ESTATES WWTP"|"2300' E OF FM 1954 AND 5.4MI SE"|"CLAY COUNTY"|"1383824"|"TX"|"76301"|33.782222|-98.4|""
"TX0101826"|"110009774583"|"JIM HOGG COUNTY WCID 2 WWTP"|"3700' E OF INTX STHWY 285 & FM"|"HEBBRONVILLE"|"1337545"|"TX"|"78361"|27.297778|-98.651389|""
"TX0101869"|"110009774592"|"UNIVERSAL SERVICES FT HOOD WWT"|"500' N OF WATER CREST RD, 3700 E OF CLEAR CRK RD"|"FORT HOOD"|"1383799"|"TX"|"765441740"|31.113611|-97.787778|""
"TX0101885"|"110010843007"|"WHITE ROCK ESTATES WWTP"|"200FT W OF BRIDGE OVER WHITE ROCK CRK"|"TRINITY COUNTY"|"1370117"|"TX"|"77045"|30.912222|-95.275|"4"
"TX0101915"|"110009774609"|"FT. BEND CO. MUD NO. 106 -WWTP"|"3000F E. CRABB RIVER RD"|"HOUSTON"|"1383864"|"TX"|""|29.541667|-95.683333|""
"TX0101931"|"110039175601"|"UNKNOWN"|"UNKNOWN"|""|"1384005"|"TX"|""|""|""|""
"TX0101940"|"110002043084"|"BRUSHY CREEK REGIONAL WWTP (E)"|"3939 PALM VALLEY BLVD"|"ROUND ROCK"|"1384031"|"TX"|"78681"|30.526944|-97.618889|"4"
"TX0102008"|"110010843016"|"CENTERPOINT ENERGY"|"1 MI SE ST HWY 249 FM 1960"|"HOUSTON"|"1380948"|"TX"|"77064"|29.947222|-95.535278|""
"TX0102016"|"110039175638"|"UNKNOWN"|"UNKNOWN"|""|"1381199"|"TX"|""|""|""|""
"TX0102024"|"110009774618"|"CYPRESS LAKES WWTF"|"4.5MI NW INTX ST HWYS 105 AND 146"|"CLEVELAND"|"1381199"|"TX"|"77327"|30.295028|-94.800028|""
"TX0102032"|"110009747621"|"CITY OF DEVINE WWTP"|"4000' S OF INTERX USHWY 81 &"|"DEVINE"|"1355983"|"TX"|"78016"|29.1275|-98.912222|""
"TX0102075"|"110039175656"|"UNKNOWN"|"UNKNOWN"|""|"1383969"|"TX"|""|""|""|""
"TX0102091"|"110006686791"|"TOWER TERRACE - WWTP"|"300FT S FM 565, 2MI E INTX FM"|"BAYTOWN"|"1383821"|"TX"|"77520"|29.774444|-94.871667|""
"TX0102113"|"110010921869"|"CROSS ROAD ISD WWTF"|"940 FT NE FM 3441 AND FM 59"|"MALAKOFF"|"1340877"|"TX"|"75148"|32.052352|-95.965799|""
"TX0102121"|"110039198668"|"GARDNER GLASS PRODUCTS - WWTP"|"ST HWY 75, S OF THE GOREE ST PRISON FARM"|"HUNTSVILLE"|"1384021"|"TX"|""|30.665833|-95.513056|""
"TX0102130"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1383805"|"TX"|""|29.2975|-95.758333|""
"TX0102156"|"110000599503"|"BUNA LUMBER OPERATION"|"1MI E OF US HWY 96 AND 2MI N OF BUNA"|"BUNA"|"1353302"|"TX"|"75941"|30.449444|-93.947778|""
"TX0102164"|"110009747630"|"PRESTON CLUB UTIL CORP WWTF"|"4MI W INTX US HWY 82 & FM 1417"|"SHERMAN"|"1368131"|"TX"|"75090"|33.665|-96.7125|""
"TX0102229"|"110039169226"|"UNKNOWN"|"UNKNOWN"|""|"1383805"|"TX"|""|29.2975|-95.758333|""
"TX0102261"|"110009774645"|"SHELBYVILLE ISD WWTF"|"100' S INTX FM 147/STHWY 87,W"|"SHELBYVILLE"|"1368105"|"TX"|"75973"|31.758056|-94.078889|""
"TX0102296"|"110005081623"|"BAYPORT COMPLEX"|"11777 BAY AREA BOULEVARD"|"PASADENA"|"1343631"|"TX"|"77507"|29.62|-95.044444|""
"TX0102326"|"110000463711"|"ENTERPRISE MONT BELVIEU COMPLE"|"10207 FM 1942"|"MONT BELVIEU"|"1341809"|"TX"|"77580"|29.857222|-94.900278|""
"TX0102334"|"110039176174"|"BFI WASTE SYSTEMS OF N. AMERICA"|"450 E CLEVELAND RD"|"HUTCHINS"|"1383842"|"TX"|"75141"|32.666389|-96.695833|""
"TX0102342"|"110039176209"|"UNKNOWN"|"UNKNOWN"|""|"1383876"|"TX"|""|33.591389|-96.620556|""
"TX0102385"|"110009774663"|"CITY OF ARCOLA WWTP"|"3200' S OF INTX FM 521 AND TX HWY 6"|"ARCOLA"|"1383864"|"TX"|"77583"|29.498889|-95.458056|""
"TX0102393"|"110039176227"|"UNKNOWN"|"UNKNOWN"|""|""|"TX"|""|""|""|""
"TX0102407"|"110039176245"|"COYOTE LAKE FEEDYARD INC"|"FMR 746 & 1731"|"MULESHOE"|"1375067"|"TX"|"79347"|""|""|""
"TX0102491"|"110039198686"|"SAN ELIZARIO ISD"|"UNKNOWN"|"EL PASO"|"1383855"|"TX"|""|31.591944|-106.275278|""
"TX0102512"|"110009774672"|"CITY OF SPLENDORA WWTP"|"1800' NE INTX FM 2090 AND COX ST AND UNION PAC RR"|"SPLENDORA"|"1347662"|"TX"|"77372"|30.236389|-95.159444|""
"TX0102555"|"110010843034"|"RAD WARE ELEMENTARY WWTP"|"0.7MI E SE INTX FM 678 AND FM 3164"|"GAINESVILLE"|"1373791"|"TX"|"76240"|33.608333|-97.006389|""
"TX0102563"|"110009774681"|"SUNSET SHORES WWTF"|"100FT S FM 1097 25MI E LK CONRO"|"WILLIS"|"1371602"|"TX"|"77378"|30.436861|-95.584389|""
"TX0102571"|"110039176263"|"UNKNOWN"|"UNKNOWN"|""|"1383937"|"TX"|""|""|""|""
"TX0102580"|"110009774690"|"RED LICK ISD WWTF"|"1000FT W EARNEST RD/FMR 2148,"|"BOWIE COUNTY"|"1369752"|"TX"|"75501"|33.468056|-94.1775|""
"TX0102598"|"110006683785"|"BRAZOS RIVER AUTHORITY SWATS"|"5MI SE OF INTX FM 167 AND US HWY 377"|"ACTON"|"1383896"|"TX"|"76048"|32.413889|-97.675|""
"TX0102601"|"110039168272"|"UNKNOWN"|"UNKNOWN"|""|"1383886"|"TX"|""|29.589444|-95.051667|""
"TX0102628"|"110039176307"|"UNKNOWN"|"UNKNOWN"|""|"1383855"|"TX"|""|""|""|""
"TX0102652"|"110039176334"|"UNKNOWN"|"UNKNOWN"|""|"1383864"|"TX"|""|""|""|""
"TX0102725"|"110039176361"|"UNKNOWN"|"UNKNOWN"|""|"1383855"|"TX"|""|""|""|""
